iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
PER,South America,Peru,2021-01-07,1017199.0,0.0,1664.71,93528.0,0.0,143.57,30386.43,0.0,49.73,2793.93,0.0,4.29,1.33,,,,,,,,,5616880.0,,166.6,,13481.0,0.4,0.12,8.2,tests performed,,,,,,,,,,,,,,66.67,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-08,1017199.0,0.0,1664.71,93528.0,0.0,143.57,30386.43,0.0,49.73,2793.93,0.0,4.29,1.35,,,,,,,,,5631415.0,,167.03,,13384.0,0.4,0.13,7.6,tests performed,,,,,,,,,,,,,,66.67,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-09,1017199.0,0.0,1664.71,93528.0,0.0,143.57,30386.43,0.0,49.73,2793.93,0.0,4.29,1.37,,,,,,,,,5651113.0,,167.61,,15392.0,0.46,0.13,7.6,tests performed,,,,,,,,,,,,,,66.67,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-10,1029471.0,12272.0,1753.14,94823.0,1295.0,185.0,30753.03,366.6,52.37,2832.61,38.68,5.53,1.4,,,,,,,,,5667879.0,,168.11,,16041.0,0.48,0.14,7.1,tests performed,,,,,,,,,,,,,,66.67,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,81595.42,49.07,47.63,2420.12
PER,South America,Peru,2021-01-11,1029471.0,0.0,1753.14,94823.0,0.0,185.0,30753.03,0.0,52.37,2832.61,0.0,5.53,1.44,,,,,,,,,5681038.0,,168.5,,16177.0,0.48,0.14,6.9,tests performed,,,,,,,,,,,,,,66.67,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-12,1029471.0,0.0,1753.14,94823.0,0.0,185.0,30753.03,0.0,52.37,2832.61,0.0,5.53,1.44,,,,,,,,,5697183.0,,168.98,,16502.0,0.49,0.16,6.3,tests performed,,,,,,,,,,,,,,66.67,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-13,1029471.0,0.0,1753.14,94823.0,0.0,185.0,30753.03,0.0,52.37,2832.61,0.0,5.53,1.44,,,,,,,,,5742300.0,,170.32,,20097.0,0.6,0.14,7.3,tests performed,,,,,,,,,,,,,,55.56,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-14,1029471.0,0.0,1753.14,94823.0,0.0,185.0,30753.03,0.0,52.37,2832.61,0.0,5.53,1.45,,,,,,,,,5767641.0,,171.07,,21537.0,0.64,0.15,6.8,tests performed,,,,,,,,,,,,,,55.56,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-15,1029471.0,0.0,1753.14,94823.0,0.0,185.0,30753.03,0.0,52.37,2832.61,0.0,5.53,1.46,,,,,,,,,5815670.0,,172.49,,26322.0,0.78,0.14,6.9,tests performed,,,,,,,,,,,,,,55.56,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-16,1029471.0,0.0,1753.14,94823.0,0.0,185.0,30753.03,0.0,52.37,2832.61,0.0,5.53,1.44,,,,,,,,,5844283.0,,173.34,,27596.0,0.82,0.15,6.8,tests performed,,,,,,,,,,,,,,55.56,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-17,1056023.0,26552.0,3793.14,96621.0,1798.0,256.86,31546.21,793.18,113.31,2886.33,53.71,7.67,1.43,,,,,,,,,5876017.0,,174.28,,29734.0,0.88,0.14,7.0,tests performed,,,,,,,,,,,,,,55.56,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,83705.12,49.47,72.22,2482.69
PER,South America,Peru,2021-01-18,1056023.0,0.0,3793.14,96621.0,0.0,256.86,31546.21,0.0,113.31,2886.33,0.0,7.67,1.42,,,,,,,,,5901809.0,,175.05,,31539.0,0.94,0.14,7.0,tests performed,,,,,,,,,,,,,,55.56,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-19,1056023.0,0.0,3793.14,96621.0,0.0,256.86,31546.21,0.0,113.31,2886.33,0.0,7.67,1.42,,,,,,,,,5928005.0,,175.82,,32975.0,0.98,0.14,7.0,tests performed,,,,,,,,,,,,,,55.56,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-20,1056023.0,0.0,3793.14,96621.0,0.0,256.86,31546.21,0.0,113.31,2886.33,0.0,7.67,1.42,,,,,,,,,5958860.0,,176.74,,30937.0,0.92,0.16,6.2,tests performed,,,,,,,,,,,,,,55.56,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-21,1056023.0,0.0,3793.14,96621.0,0.0,256.86,31546.21,0.0,113.31,2886.33,0.0,7.67,1.4,,,,,,,,,5989114.0,,177.64,,31639.0,0.94,0.16,6.5,tests performed,,,,,,,,,,,,,,55.56,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-22,1056023.0,0.0,3793.14,96621.0,0.0,256.86,31546.21,0.0,113.31,2886.33,0.0,7.67,1.39,,,,,,,,,6028030.0,,178.79,,30337.0,0.9,0.15,6.6,tests performed,,,,,,,,,,,,,,55.56,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-23,1056023.0,0.0,3793.14,96621.0,0.0,256.86,31546.21,0.0,113.31,2886.33,0.0,7.67,1.38,,,,,,,,,6060702.0,,179.76,,30917.0,0.92,0.15,6.5,tests performed,,,,,,,,,,,,,,55.56,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-24,1088096.0,32073.0,4581.86,99275.0,2654.0,379.14,32504.31,958.11,136.87,2965.61,79.28,11.33,1.38,,,,,,,,,6093440.0,,180.73,,31060.0,0.92,0.16,6.4,tests performed,,,,,,,,,,,,,,55.56,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,86963.73,50.52,111.14,2579.34
PER,South America,Peru,2021-01-25,1088096.0,0.0,4581.86,99275.0,0.0,379.14,32504.31,0.0,136.87,2965.61,0.0,11.33,1.36,,,,,,,,,6113359.0,,181.32,,30221.0,0.9,0.16,6.2,tests performed,,,,,,,,,,,,,,55.56,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-26,1088096.0,0.0,4581.86,99275.0,0.0,379.14,32504.31,0.0,136.87,2965.61,0.0,11.33,1.36,,,,,,,,,6142221.0,,182.18,,30602.0,0.91,0.16,6.3,tests performed,,,,,,,,,,,,,,55.56,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-27,1088096.0,0.0,4581.86,99275.0,0.0,379.14,32504.31,0.0,136.87,2965.61,0.0,11.33,1.33,,,,,,,,,6176497.0,,183.2,,31091.0,0.92,0.16,6.2,tests performed,,,,,,,,,,,,,,62.96,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-28,1088096.0,0.0,4581.86,99275.0,0.0,379.14,32504.31,0.0,136.87,2965.61,0.0,11.33,1.32,,,,,,,,,6213099.0,,184.28,,31998.0,0.95,0.16,6.1,tests performed,,,,,,,,,,,,,,62.96,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-29,1088096.0,0.0,4581.86,99275.0,0.0,379.14,32504.31,0.0,136.87,2965.61,0.0,11.33,1.31,,,,,,,,,6250392.0,,185.39,,31766.0,0.94,0.17,5.9,tests performed,,,,,,,,,,,,,,62.96,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-30,1088096.0,0.0,4581.86,99275.0,0.0,379.14,32504.31,0.0,136.87,2965.61,0.0,11.33,1.3,,,,,,,,,6300181.0,,186.86,,34211.0,1.01,0.16,6.1,tests performed,,,,,,,,,,,,,,62.96,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-01-31,1125875.0,37779.0,5397.0,102859.0,3584.0,512.0,33632.87,1128.56,161.22,3072.67,107.06,15.3,1.28,,,,,,,,,6333674.0,,187.86,,34319.0,1.02,0.16,6.1,tests performed,,,,,,,,,,,,,,66.67,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,91288.93,52.14,146.51,2707.63
PER,South America,Peru,2021-02-01,1125875.0,0.0,5397.0,102859.0,0.0,512.0,33632.87,0.0,161.22,3072.67,0.0,15.3,1.27,,,,,,,,,6354240.0,,188.47,,34412.0,1.02,0.17,6.0,tests performed,,,,,,,,,,,,,,69.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-02,1125875.0,0.0,5397.0,102859.0,0.0,512.0,33632.87,0.0,161.22,3072.67,0.0,15.3,1.26,,,,,,,,,6395019.0,,189.68,,36114.0,1.07,0.17,6.0,tests performed,,,,,,,,,,,,,,69.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-03,1125875.0,0.0,5397.0,102859.0,0.0,512.0,33632.87,0.0,161.22,3072.67,0.0,15.3,1.25,,,,,,,,,6440564.0,,191.03,,37724.0,1.12,0.17,6.0,tests performed,,,,,,,,,,,,,,69.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-04,1125875.0,0.0,5397.0,102859.0,0.0,512.0,33632.87,0.0,161.22,3072.67,0.0,15.3,1.23,,,,,,,,,6491121.0,,192.53,,39717.0,1.18,0.16,6.1,tests performed,,,,,,,,,,,,,,69.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-05,1125875.0,0.0,5397.0,102859.0,0.0,512.0,33632.87,0.0,161.22,3072.67,0.0,15.3,1.22,,,,,,,,,6533783.0,,193.79,,40484.0,1.2,0.17,6.0,tests performed,,,,,,,,,,,,,,69.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-06,1125875.0,0.0,5397.0,102859.0,0.0,512.0,33632.87,0.0,161.22,3072.67,0.0,15.3,1.22,,,,,,,,,6581216.0,,195.2,,40148.0,1.19,0.17,5.9,tests performed,,,,,,,,,,,,,,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-07,1173045.0,47170.0,6738.57,106952.0,4093.0,584.71,35041.96,1409.09,201.3,3194.94,122.27,17.47,1.21,,,,,,,,,6608063.0,,196.0,,39198.0,1.16,0.18,5.6,tests performed,,,,,,,,,,,,,,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,95822.43,53.78,146.98,2842.09
PER,South America,Peru,2021-02-08,1173045.0,0.0,6738.57,106952.0,0.0,584.71,35041.96,0.0,201.3,3194.94,0.0,17.47,1.19,,,,,,,,,6636133.0,,196.83,,40270.0,1.19,0.17,5.8,tests performed,,,,,,,,,,,,,,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-09,1173045.0,0.0,6738.57,106952.0,0.0,584.71,35041.96,0.0,201.3,3194.94,0.0,17.47,1.18,,,,,,,,,6667246.0,,197.75,,38890.0,1.15,0.17,5.8,tests performed,3858.0,3858.0,,,,,0.01,0.01,,,,,,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-10,1173045.0,0.0,6738.57,106952.0,0.0,584.71,35041.96,0.0,201.3,3194.94,0.0,17.47,1.17,,,,,,,,,6707787.0,,198.95,,38175.0,1.13,0.17,5.9,tests performed,20469.0,20469.0,,,16611.0,16611.0,0.06,0.06,,,488.0,16611.0,0.05,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-11,1173045.0,0.0,6738.57,106952.0,0.0,584.71,35041.96,0.0,201.3,3194.94,0.0,17.47,1.16,,,,,,,,,6767793.0,,200.73,,39525.0,1.17,0.17,5.8,tests performed,54595.0,54595.0,,,34126.0,25368.0,0.16,0.16,,,745.0,25368.0,0.08,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-12,1173045.0,0.0,6738.57,106952.0,0.0,584.71,35041.96,0.0,201.3,3194.94,0.0,17.47,1.16,,,,,,,,,6825553.0,,202.45,,41681.0,1.24,0.16,6.1,tests performed,86971.0,86971.0,,,32376.0,27704.0,0.26,0.26,,,814.0,27704.0,0.08,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-13,1173045.0,0.0,6738.57,106952.0,0.0,584.71,35041.96,0.0,201.3,3194.94,0.0,17.47,1.15,,,,,,,,,6879425.0,,204.04,,42601.0,1.26,0.16,6.4,tests performed,105844.0,105844.0,,,18873.0,25496.0,0.31,0.31,,,749.0,25496.0,0.08,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-14,1220748.0,47703.0,6814.71,111530.0,4578.0,654.0,36466.98,1425.02,203.57,3331.7,136.76,19.54,1.14,,,,,,,,,6927747.0,,205.48,,45669.0,1.36,0.15,6.6,tests performed,111145.0,111145.0,,,5301.0,21457.0,0.33,0.33,,,630.0,21457.0,0.06,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,101191.23,55.86,180.21,3001.33
PER,South America,Peru,2021-02-15,1220748.0,0.0,6814.71,111530.0,0.0,654.0,36466.98,0.0,203.57,3331.7,0.0,19.54,1.13,,,,,,,,,6950735.0,,206.16,,44943.0,1.33,0.15,6.7,tests performed,122642.0,122642.0,,,11497.0,19797.0,0.36,0.36,,,581.0,19797.0,0.06,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-16,1220748.0,0.0,6814.71,111530.0,0.0,654.0,36466.98,0.0,203.57,3331.7,0.0,19.54,1.12,,,,,,,,,6993146.0,,207.42,,46557.0,1.38,0.15,6.8,tests performed,130175.0,130175.0,,,7533.0,18045.0,0.38,0.38,,,530.0,18045.0,0.05,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-17,1220748.0,0.0,6814.71,111530.0,0.0,654.0,36466.98,0.0,203.57,3331.7,0.0,19.54,1.12,,,,,,,,,7050280.0,,209.11,,48928.0,1.45,0.14,7.0,tests performed,134134.0,134134.0,,,3959.0,16238.0,0.39,0.39,,,477.0,16238.0,0.05,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-18,1220748.0,0.0,6814.71,111530.0,0.0,654.0,36466.98,0.0,203.57,3331.7,0.0,19.54,1.11,,,,,,,,,7109157.0,,210.86,,48766.0,1.45,0.14,6.9,tests performed,141540.0,141540.0,,,7406.0,12421.0,0.42,0.42,,,365.0,12421.0,0.04,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-19,1220748.0,0.0,6814.71,111530.0,0.0,654.0,36466.98,0.0,203.57,3331.7,0.0,19.54,1.11,,,,,,,,,7162772.0,,212.45,,48174.0,1.43,0.14,6.9,tests performed,172079.0,172079.0,,,30539.0,12158.0,0.51,0.51,,,357.0,12158.0,0.04,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-20,1220748.0,0.0,6814.71,111530.0,0.0,654.0,36466.98,0.0,203.57,3331.7,0.0,19.54,1.11,,,,,,,,,7214178.0,,213.97,,47822.0,1.42,0.14,6.9,tests performed,198209.0,198209.0,,,26130.0,13195.0,0.58,0.58,,,388.0,13195.0,0.04,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-21,1269523.0,48775.0,6967.86,116442.0,4912.0,701.71,37924.02,1457.04,208.15,3478.43,146.73,20.96,1.1,,,,,,,,,7259287.0,,215.31,,47363.0,1.4,0.14,6.9,tests performed,202772.0,202772.0,,,4563.0,13090.0,0.6,0.6,,,384.0,13090.0,0.04,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,106547.23,57.85,177.34,3160.19
PER,South America,Peru,2021-02-22,1269523.0,0.0,6967.86,116442.0,0.0,701.71,37924.02,0.0,208.15,3478.43,0.0,20.96,1.09,,,,,,,,,7281747.0,,215.98,,47287.0,1.4,0.15,6.8,tests performed,233273.0,233273.0,,,30501.0,15804.0,0.69,0.69,,,464.0,15804.0,0.05,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-23,1269523.0,0.0,6967.86,116442.0,0.0,701.71,37924.02,0.0,208.15,3478.43,0.0,20.96,1.09,,,,,,,,,7332078.0,,217.47,,48419.0,1.44,0.14,6.9,tests performed,260660.0,260660.0,,,27387.0,18641.0,0.77,0.77,,,547.0,18641.0,0.06,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-24,1269523.0,0.0,6967.86,116442.0,0.0,701.71,37924.02,0.0,208.15,3478.43,0.0,20.96,1.08,,,,,,,,,7381274.0,,218.93,,47285.0,1.4,0.15,6.8,tests performed,283568.0,283568.0,,,22908.0,21348.0,0.83,0.83,,,627.0,21348.0,0.06,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-25,1269523.0,0.0,6967.86,116442.0,0.0,701.71,37924.02,0.0,208.15,3478.43,0.0,20.96,1.08,,,,,,,,,7435218.0,,220.53,,46580.0,1.38,0.14,6.9,tests performed,299454.0,299454.0,,,15886.0,22559.0,0.88,0.88,,,663.0,22559.0,0.07,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-26,1269523.0,0.0,6967.86,116442.0,0.0,701.71,37924.02,0.0,208.15,3478.43,0.0,20.96,1.08,,,,,,,,,7489096.0,,222.13,,46618.0,1.38,0.14,6.9,tests performed,315374.0,315374.0,,,15920.0,20471.0,0.93,0.93,,,601.0,20471.0,0.06,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-27,1269523.0,0.0,6967.86,116442.0,0.0,701.71,37924.02,0.0,208.15,3478.43,0.0,20.96,1.07,,,,,,,,,7541959.0,,223.69,,46826.0,1.39,0.15,6.8,tests performed,322177.0,322177.0,,,6803.0,17710.0,0.95,0.95,,,520.0,17710.0,0.05,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-02-28,1316363.0,46840.0,6691.43,121260.0,4818.0,688.29,39323.25,1399.24,199.89,3622.36,143.93,20.56,1.06,,,,,,,,,7584699.0,,224.96,,46487.0,1.38,0.14,7.0,tests performed,323177.0,323177.0,,,1000.0,17201.0,0.95,0.95,,,505.0,17201.0,0.05,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,111441.52,59.5,156.51,3305.35
PER,South America,Peru,2021-03-01,1316363.0,0.0,6691.43,121260.0,0.0,688.29,39323.25,0.0,199.89,3622.36,0.0,20.56,1.06,,,,,,,,,7604514.0,,225.55,,46110.0,1.37,0.14,7.0,tests performed,332480.0,332480.0,,,9303.0,14172.0,0.98,0.98,,,416.0,14172.0,0.04,73.15,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-03-02,1316363.0,0.0,6691.43,121260.0,0.0,688.29,39323.25,0.0,199.89,3622.36,0.0,20.56,1.06,,,,,,,,,7648496.0,,226.85,,45203.0,1.34,0.14,7.0,tests performed,341773.0,339623.0,2150.0,,9293.0,11588.0,1.0,1.0,0.01,,340.0,11280.0,0.03,73.15,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-03-03,1316363.0,0.0,6691.43,121260.0,0.0,688.29,39323.25,0.0,199.89,3622.36,0.0,20.56,1.06,,,,,,,,,7701919.0,,228.44,,45806.0,1.36,0.14,7.2,tests performed,360232.0,346018.0,14214.0,,18459.0,10952.0,1.06,1.02,0.04,,322.0,8921.0,0.03,73.15,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-03-04,1316363.0,0.0,6691.43,121260.0,0.0,688.29,39323.25,0.0,199.89,3622.36,0.0,20.56,1.06,,,,,,,,,7757176.0,,230.08,,45994.0,1.36,0.13,7.8,tests performed,393394.0,349805.0,43589.0,,33162.0,13420.0,1.16,1.03,0.13,,394.0,7193.0,0.02,73.15,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-03-05,1316363.0,0.0,6691.43,121260.0,0.0,688.29,39323.25,0.0,199.89,3622.36,0.0,20.56,1.06,,,,,,,,,7812832.0,,231.73,,46248.0,1.37,0.13,7.7,tests performed,430518.0,354472.0,76046.0,,37124.0,16449.0,1.26,1.04,0.22,,483.0,5585.0,0.02,73.15,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-03-06,1316363.0,0.0,6691.43,121260.0,0.0,688.29,39323.25,0.0,199.89,3622.36,0.0,20.56,1.06,,,,,,,,,7868298.0,,233.37,,46620.0,1.38,0.13,7.9,tests performed,450716.0,357511.0,93205.0,,20198.0,18363.0,1.32,1.05,0.27,,539.0,5048.0,0.02,73.15,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-03-07,1358294.0,41931.0,5990.14,126092.0,4832.0,690.29,40575.84,1252.59,178.94,3766.7,144.34,20.62,1.07,,,,,,,,,7917284.0,,234.83,,47512.0,1.41,0.12,8.1,tests performed,453338.0,357654.0,95684.0,,2622.0,18594.0,1.33,1.05,0.28,,546.0,4925.0,0.01,75.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,116368.62,61.08,153.42,3451.49
PER,South America,Peru,2021-03-08,1358294.0,0.0,5990.14,126092.0,0.0,690.29,40575.84,0.0,178.94,3766.7,0.0,20.62,1.07,,,,,,,,,7940435.0,,235.51,,47989.0,1.42,0.12,8.1,tests performed,484480.0,375987.0,108493.0,,31142.0,21714.0,1.42,1.1,0.32,,638.0,6215.0,0.02,73.15,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-03-09,1358294.0,0.0,5990.14,126092.0,0.0,690.29,40575.84,0.0,178.94,3766.7,0.0,20.62,1.07,,,,,,,,,7986252.0,,236.87,,48251.0,1.43,0.12,8.1,tests performed,511747.0,395603.0,116144.0,,27267.0,24282.0,1.5,1.16,0.34,,713.0,7997.0,0.02,70.37,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2021-03-10,1358294.0,0.0,5990.14,126092.0,0.0,690.29,40575.84,0.0,178.94,3766.7,0.0,20.62,1.07,,,,,,,,,8046193.0,,238.65,,49182.0,1.46,0.12,8.1,tests performed,529834.0,408582.0,121252.0,,18087.0,24229.0,1.56,1.2,0.36,,712.0,8938.0,0.03,70.37,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
