iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
PER,South America,Peru,2020-01-05,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,61.0,2.14,2.14,1.83
PER,South America,Peru,2020-01-06,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-07,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-08,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-09,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,-11.6,-0.2,-2.55,-0.35
PER,South America,Peru,2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,-205.6,-2.4,-6.78,-6.17
PER,South America,Peru,2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,-350.7,-3.06,-5.04,-10.53
PER,South America,Peru,2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,-763.3,-5.28,-13.7,-22.92
PER,South America,Peru,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,-948.2,-5.46,-6.36,-28.47
PER,South America,Peru,2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,-1142.2,-5.62,-6.58,-34.3
PER,South America,Peru,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,-1430.4,-6.12,-9.43,-42.95
PER,South America,Peru,2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,-1748.6,-6.6,-10.14,-52.5
PER,South America,Peru,2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-08,9.0,9.0,1.29,1.0,1.0,0.14,0.27,0.27,0.04,0.03,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,-1949.4,-6.61,-6.76,-58.53
PER,South America,Peru,2020-03-09,9.0,0.0,1.29,1.0,0.0,0.14,0.27,0.0,0.04,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-10,9.0,0.0,1.29,1.0,0.0,0.14,0.27,0.0,0.04,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-11,9.0,0.0,1.29,1.0,0.0,0.14,0.27,0.0,0.04,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.67,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-12,9.0,0.0,1.29,1.0,0.0,0.14,0.27,0.0,0.04,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-13,9.0,0.0,1.29,1.0,0.0,0.14,0.27,0.0,0.04,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-14,9.0,0.0,1.29,1.0,0.0,0.14,0.27,0.0,0.04,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-15,47.0,38.0,5.43,3.0,2.0,0.29,1.4,1.14,0.16,0.09,0.06,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.07,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,-2155.0,-6.63,-6.78,-64.71
PER,South America,Peru,2020-03-16,47.0,0.0,5.43,3.0,0.0,0.29,1.4,0.0,0.16,0.09,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.74,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-17,47.0,0.0,5.43,3.0,0.0,0.29,1.4,0.0,0.16,0.09,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.74,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-18,47.0,0.0,5.43,3.0,0.0,0.29,1.4,0.0,0.16,0.09,0.0,0.01,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-19,47.0,0.0,5.43,3.0,0.0,0.29,1.4,0.0,0.16,0.09,0.0,0.01,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-20,47.0,0.0,5.43,3.0,0.0,0.29,1.4,0.0,0.16,0.09,0.0,0.01,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-21,47.0,0.0,5.43,3.0,0.0,0.29,1.4,0.0,0.16,0.09,0.0,0.01,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-22,318.0,271.0,38.71,26.0,23.0,3.29,9.5,8.1,1.16,0.78,0.69,0.1,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,-2550.6,-7.19,-13.38,-76.58
PER,South America,Peru,2020-03-23,318.0,0.0,38.71,26.0,0.0,3.29,9.5,0.0,1.16,0.78,0.0,0.1,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-24,318.0,0.0,38.71,26.0,0.0,3.29,9.5,0.0,1.16,0.78,0.0,0.1,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-25,318.0,0.0,38.71,26.0,0.0,3.29,9.5,0.0,1.16,0.78,0.0,0.1,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-26,318.0,0.0,38.71,26.0,0.0,3.29,9.5,0.0,1.16,0.78,0.0,0.1,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
PER,South America,Peru,2020-03-27,318.0,0.0,38.71,26.0,0.0,3.29,9.5,0.0,1.16,0.78,0.0,0.1,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.44,25.13,29.1,7.15,4.46,12236.71,3.5,85.76,5.95,4.8,,,1.6,76.74,0.78,34049588,,,,
